Isci_ID,Isci_Yas,Isci_Egitim,Isci_Tecrube,Isci_Tercih_Alanlari,Isci_Sehir,Isci_Ilce,Isci_Beklenen_Ucret,Ilan_ID,Firma_Adi,Ilan_Is_Alani,Ilan_Sehir,Ilan_Ilce,Ilan_Egitim_Gereksinimi,Ilan_Tecrube_Sarti,Ilan_Yas_Siniri,Ilan_Cinsiyet,Ilan_Konaklama,Ilan_Sigorta,Ilan_Ucret,Uygunluk
isci_0355,54,Ortaokul,9,Toprak İşleme,İzmir,Konak,59340,ilan_0355,Firma_52,Pamuk Toplama,Kırklareli,Lüleburgaz,Ortaokul,1,30-47,Bayan,Yok,Yok,31976,0.4
isci_0356,47,Üniversite,4,"Çay Hasadı, Pamuk Toplama, Fidan Dikimi",Kütahya,Tavşanlı,23169,ilan_0356,Firma_57,Toprak İşleme,Afyonkarahisar,Sandıklı,Üniversite,1,20-59,Bayan,Var,Var,37057,1.0
isci_0357,22,İlkokul,20,"Kiraz Hasadı, Çay Hasadı, Çapa",Ordu,Altınordu,29838,ilan_0357,Firma_94,Çay Hasadı,Siirt,Merkez,Üniversite,6,30-49,Erkek,Var,Var,54186,0.5
isci_0358,29,İlkokul,13,"Çay Hasadı, Sera Bakımı, Limon Hasadı",Ordu,Ünye,50614,ilan_0358,Firma_30,Sera Bakımı,Kırklareli,Merkez,Ortaokul,0,19-50,Farketmez,Yok,Var,21234,0.5
isci_0359,33,Lise,11,Kayısı Hasadı,Gümüşhane,Kelkit,27863,ilan_0359,Firma_61,Limon Hasadı,Ordu,Ünye,Üniversite,9,19-53,Erkek,Var,Yok,41398,0.8
isci_0360,50,Üniversite,13,"Fidan Dikimi, Sera Bakımı, Çapa",Tekirdağ,Süleymanpaşa,29333,ilan_0360,Firma_97,Pamuk Toplama,Konya,Meram,Lise,10,26-40,Farketmez,Yok,Var,48842,0.5
isci_0361,22,İlkokul,8,"Çay Hasadı, Toprak İşleme",Kütahya,Tavşanlı,42409,ilan_0361,Firma_77,Toprak İşleme,Rize,Merkez,Üniversite,8,18-58,Bayan,Var,Yok,56913,0.8
isci_0362,43,Lise,5,"Fidan Dikimi, Kiraz Hasadı, Çay Hasadı",Konya,Selçuklu,17958,ilan_0362,Firma_13,Toprak İşleme,Burdur,Gölhisar,Üniversite,8,22-41,Bayan,Yok,Var,52845,0.3
isci_0363,54,Lise,6,"Sera Bakımı, Limon Hasadı, Pamuk Toplama",Isparta,Eğirdir,42344,ilan_0363,Firma_99,Elma Toplama,Isparta,Merkez,Lise,8,21-54,Farketmez,Var,Var,50259,0.8
isci_0364,52,Üniversite,7,"Elma Toplama, Fidan Dikimi",Eskişehir,Tepebaşı,23141,ilan_0364,Firma_22,Fidan Dikimi,Kastamonu,Taşköprü,Lise,2,29-40,Erkek,Var,Yok,27332,0.5
isci_0365,23,Lise,8,"Limon Hasadı, Çay Hasadı, Kayısı Hasadı",Trabzon,Ortahisar,47310,ilan_0365,Firma_77,Kiraz Hasadı,Aydın,Efeler,Üniversite,9,26-52,Farketmez,Yok,Var,36444,0.0
isci_0366,35,Üniversite,10,Kiraz Hasadı,Siirt,Pervari,42955,ilan_0366,Firma_47,Kayısı Hasadı,Kilis,Musabeyli,Üniversite,1,23-43,Farketmez,Var,Yok,57667,1.0
isci_0367,47,Lise,1,"Kayısı Hasadı, Sera Bakımı, Çapa",Malatya,Doğanşehir,52681,ilan_0367,Firma_15,Limon Hasadı,Isparta,Yalvaç,Ortaokul,0,22-54,Farketmez,Yok,Var,25296,0.5
isci_0368,59,Üniversite,19,"Kayısı Hasadı, Fidan Dikimi",Yozgat,Boğazlıyan,54264,ilan_0368,Firma_38,Ürün Hasadı,Tunceli,Nazımiye,Lise,7,26-40,Erkek,Var,Yok,30933,0.2
isci_0369,24,Ortaokul,8,"Çapa, Limon Hasadı",Hatay,Antakya,30806,ilan_0369,Firma_48,Kiraz Hasadı,Kastamonu,Taşköprü,Lise,4,28-60,Erkek,Yok,Var,39401,0.5
isci_0370,40,Lise,6,"Fidan Dikimi, Çay Hasadı",Yozgat,Boğazlıyan,41856,ilan_0370,Firma_100,Fidan Dikimi,Mersin,Yenişehir,Üniversite,5,30-41,Farketmez,Var,Yok,53489,0.8
isci_0371,39,Ortaokul,1,Ürün Hasadı,Kilis,Musabeyli,47463,ilan_0371,Firma_67,Elma Toplama,Kırklareli,Lüleburgaz,Lise,1,28-53,Erkek,Var,Var,33624,0.5
isci_0372,50,Ortaokul,17,"Elma Toplama, Pamuk Toplama",Amasya,Suluova,58381,ilan_0372,Firma_57,Toprak İşleme,Karabük,Eskipazar,Üniversite,9,27-51,Erkek,Yok,Yok,17882,0.5
isci_0373,35,Ortaokul,13,Pamuk Toplama,Bartın,Merkez,52739,ilan_0373,Firma_11,Limon Hasadı,Uşak,Merkez,Ortaokul,3,30-47,Bayan,Var,Var,53256,1.0
isci_0374,25,Üniversite,20,Sera Bakımı,Tokat,Erbaa,51631,ilan_0374,Firma_41,Kiraz Hasadı,Van,İpekyolu,Lise,3,21-54,Bayan,Var,Yok,29509,0.5
isci_0375,54,İlkokul,3,"Çapa, Elma Toplama, Ceviz Hasadı",Eskişehir,Sivrihisar,38786,ilan_0375,Firma_63,Fidan Dikimi,Gümüşhane,Kelkit,Lise,0,29-46,Farketmez,Var,Var,21489,0.2
isci_0376,22,İlkokul,14,"Fidan Dikimi, Ürün Hasadı",Batman,Beşiri,51722,ilan_0376,Firma_42,Sera Bakımı,İzmir,Karşıyaka,Ortaokul,2,27-42,Erkek,Var,Var,49508,0.2
isci_0377,24,Üniversite,2,"Çapa, Elma Toplama, Toprak İşleme",Artvin,Hopa,43758,ilan_0377,Firma_35,Toprak İşleme,Mardin,Artuklu,Ortaokul,0,25-42,Farketmez,Yok,Yok,53300,0.5
isci_0378,55,Ortaokul,11,Kayısı Hasadı,Muş,Malazgirt,29988,ilan_0378,Firma_43,Elma Toplama,Muğla,Bodrum,Üniversite,0,22-55,Bayan,Var,Var,56737,0.8
isci_0379,31,İlkokul,20,"Pamuk Toplama, Toprak İşleme",Mersin,Toroslar,18490,ilan_0379,Firma_32,Çapa,Nevşehir,Ürgüp,Ortaokul,0,25-45,Erkek,Yok,Yok,40289,0.8
isci_0380,46,Üniversite,3,"Ürün Hasadı, Kayısı Hasadı, Fidan Dikimi",Aydın,Nazilli,58683,ilan_0380,Firma_13,Pamuk Toplama,Çorum,Merkez,Ortaokul,9,28-60,Bayan,Yok,Yok,17338,0.3
isci_0381,33,Üniversite,3,"Çapa, Elma Toplama, Ceviz Hasadı",Elazığ,Sivrice,43670,ilan_0381,Firma_86,Ürün Hasadı,Kocaeli,Gebze,İlkokul,7,25-51,Farketmez,Var,Var,33851,0.3
isci_0382,26,Lise,15,"Sera Bakımı, Ürün Hasadı",Samsun,Bafra,39549,ilan_0382,Firma_84,Kiraz Hasadı,Manisa,Yunusemre,Üniversite,9,18-40,Bayan,Var,Var,56277,0.8
isci_0383,38,İlkokul,14,"Pamuk Toplama, Limon Hasadı",Edirne,Merkez,48509,ilan_0383,Firma_61,Sera Bakımı,Kilis,Merkez,Üniversite,0,30-43,Erkek,Yok,Yok,38506,0.5
isci_0384,22,Üniversite,20,Çay Hasadı,Bilecik,Söğüt,26917,ilan_0384,Firma_6,Pamuk Toplama,Erzincan,Kemaliye,İlkokul,0,30-52,Farketmez,Yok,Yok,29822,0.5
isci_0385,43,Üniversite,14,"Sera Bakımı, Çapa",Kahramanmaraş,Dulkadiroğlu,18845,ilan_0385,Firma_66,Kiraz Hasadı,Iğdır,Aralık,Ortaokul,6,26-44,Bayan,Var,Yok,24209,0.8
isci_0386,45,Lise,13,"Pamuk Toplama, Kiraz Hasadı, Ürün Hasadı",Erzurum,Yakutiye,17262,ilan_0386,Firma_41,Limon Hasadı,Zonguldak,Kozlu,İlkokul,6,24-42,Erkek,Yok,Var,37707,0.5
isci_0387,28,İlkokul,1,"Fidan Dikimi, Kayısı Hasadı, Kiraz Hasadı",Edirne,Merkez,49193,ilan_0387,Firma_86,Sera Bakımı,Kırıkkale,Keskin,Lise,7,27-41,Erkek,Var,Var,32037,0.3
isci_0388,40,Ortaokul,19,"Çay Hasadı, Ceviz Hasadı",Düzce,Merkez,23243,ilan_0388,Firma_71,Kayısı Hasadı,Uşak,Banaz,Lise,9,22-54,Erkek,Var,Var,55878,0.8
isci_0389,56,Ortaokul,8,"Ceviz Hasadı, Limon Hasadı",Aksaray,Eskil,25146,ilan_0389,Firma_20,Ürün Hasadı,İstanbul,Kadıköy,Ortaokul,8,21-54,Farketmez,Yok,Var,48464,0.7
isci_0390,34,Üniversite,17,"Ürün Hasadı, Çay Hasadı",Denizli,Pamukkale,52509,ilan_0390,Firma_76,Limon Hasadı,Adana,Çukurova,Ortaokul,0,24-46,Farketmez,Yok,Var,58503,0.8
isci_0391,55,Ortaokul,15,Toprak İşleme,Malatya,Yeşilyurt,19288,ilan_0391,Firma_8,Kiraz Hasadı,Şanlıurfa,Siverek,Ortaokul,8,28-48,Farketmez,Yok,Var,19512,0.7
isci_0392,39,Lise,9,"Toprak İşleme, Pamuk Toplama, Elma Toplama",Çanakkale,Ezine,54046,ilan_0392,Firma_36,Kiraz Hasadı,Amasya,Merkez,Lise,7,23-58,Farketmez,Var,Var,48502,0.7
isci_0393,23,İlkokul,20,"Fidan Dikimi, Limon Hasadı",Ordu,Altınordu,57425,ilan_0393,Firma_97,Limon Hasadı,Antalya,Muratpaşa,Ortaokul,4,20-56,Bayan,Yok,Var,50806,0.5
isci_0394,47,Lise,6,Toprak İşleme,Aydın,Nazilli,33330,ilan_0394,Firma_79,Çapa,Uşak,Merkez,İlkokul,5,25-49,Farketmez,Yok,Var,55439,0.8
isci_0395,53,Üniversite,2,"Limon Hasadı, Toprak İşleme, Ceviz Hasadı",Bursa,Yıldırım,29705,ilan_0395,Firma_79,Kayısı Hasadı,Bolu,Gerede,İlkokul,5,25-60,Erkek,Var,Var,42766,0.6
isci_0396,21,Üniversite,10,"Toprak İşleme, Elma Toplama",Düzce,Cumayeri,41809,ilan_0396,Firma_10,Toprak İşleme,Tunceli,Pülümür,Ortaokul,7,21-42,Farketmez,Yok,Var,18861,0.5
isci_0397,33,Üniversite,12,"Toprak İşleme, Çay Hasadı",Kayseri,Talas,18097,ilan_0397,Firma_85,Kayısı Hasadı,Çanakkale,Biga,Ortaokul,7,24-47,Erkek,Yok,Yok,27506,0.8
isci_0398,56,Lise,4,"Ürün Hasadı, Kayısı Hasadı, Çay Hasadı",Samsun,İlkadım,45796,ilan_0398,Firma_21,Elma Toplama,Kırklareli,Lüleburgaz,Üniversite,6,30-44,Farketmez,Var,Var,25206,0.0
isci_0399,36,Lise,7,"Çay Hasadı, Fidan Dikimi",İzmir,Konak,41014,ilan_0399,Firma_72,Ceviz Hasadı,Tokat,Erbaa,Üniversite,7,26-52,Bayan,Var,Yok,30821,0.5
isci_0400,48,Üniversite,16,"Ürün Hasadı, Fidan Dikimi",Kahramanmaraş,Elbistan,48657,ilan_0400,Firma_31,Toprak İşleme,Şırnak,Merkez,Ortaokul,10,28-55,Farketmez,Var,Yok,17421,0.5
isci_0401,22,İlkokul,6,Kayısı Hasadı,Kilis,Merkez,25979,ilan_0401,Firma_23,Kiraz Hasadı,Sivas,Zara,Lise,8,24-57,Erkek,Yok,Var,51906,0.3
isci_0402,18,Lise,13,"Çapa, Kiraz Hasadı",Mersin,Yenişehir,44498,ilan_0402,Firma_9,Çay Hasadı,Adana,Yüreğir,İlkokul,5,21-58,Erkek,Yok,Yok,36021,0.2
isci_0403,60,Ortaokul,0,"Elma Toplama, Ceviz Hasadı, Toprak İşleme",Karabük,Safranbolu,46072,ilan_0403,Firma_12,Ceviz Hasadı,Afyonkarahisar,Sandıklı,Ortaokul,5,20-54,Farketmez,Yok,Var,19978,0.2
isci_0404,57,Üniversite,17,Toprak İşleme,Erzincan,Merkez,51041,ilan_0404,Firma_97,Elma Toplama,Mersin,Toroslar,Üniversite,1,20-51,Erkek,Yok,Var,35566,0.4
isci_0405,27,Üniversite,3,"Limon Hasadı, Pamuk Toplama, Çapa",Kilis,Merkez,50182,ilan_0405,Firma_94,Sera Bakımı,Amasya,Merzifon,İlkokul,2,21-51,Farketmez,Var,Yok,21247,0.5
isci_0406,55,Ortaokul,15,Ürün Hasadı,Artvin,Hopa,29871,ilan_0406,Firma_73,Elma Toplama,Tunceli,Pülümür,İlkokul,10,26-45,Erkek,Var,Yok,27055,0.2
isci_0407,42,Lise,15,"Kiraz Hasadı, Elma Toplama",Aydın,Söke,54186,ilan_0407,Firma_80,Pamuk Toplama,Erzurum,Yakutiye,Üniversite,6,27-52,Bayan,Var,Var,51802,0.5
isci_0408,59,İlkokul,17,Çay Hasadı,Kütahya,Tavşanlı,26883,ilan_0408,Firma_13,Kiraz Hasadı,İstanbul,Kadıköy,Üniversite,7,19-55,Erkek,Var,Var,37673,0.5
isci_0409,27,Üniversite,9,"Elma Toplama, Toprak İşleme",Tunceli,Pülümür,42209,ilan_0409,Firma_13,Ceviz Hasadı,Isparta,Yalvaç,İlkokul,2,27-40,Bayan,Var,Var,32864,0.5
isci_0410,26,Üniversite,7,Ceviz Hasadı,Sinop,Merkez,40923,ilan_0410,Firma_22,Fidan Dikimi,Artvin,Arhavi,Lise,1,24-47,Erkek,Yok,Yok,26363,0.5
isci_0411,40,Ortaokul,12,"Fidan Dikimi, Ceviz Hasadı",Giresun,Espiye,39664,ilan_0411,Firma_41,Limon Hasadı,Van,Erciş,Üniversite,9,25-55,Bayan,Yok,Yok,45037,0.8
isci_0412,58,İlkokul,8,"Kiraz Hasadı, Sera Bakımı",Bilecik,Söğüt,49475,ilan_0412,Firma_91,Fidan Dikimi,Kayseri,Kocasinan,Ortaokul,2,23-42,Bayan,Var,Yok,29066,0.2
isci_0413,29,Lise,11,"Çay Hasadı, Fidan Dikimi, Kayısı Hasadı",Kahramanmaraş,Elbistan,45326,ilan_0413,Firma_26,Kayısı Hasadı,Diyarbakır,Kayapınar,Üniversite,8,24-50,Erkek,Var,Yok,23411,0.5
isci_0414,33,İlkokul,12,"Kiraz Hasadı, Limon Hasadı",Bolu,Mengen,35133,ilan_0414,Firma_37,Kiraz Hasadı,Yalova,Çınarcık,Lise,5,29-59,Bayan,Var,Var,23824,0.5
isci_0415,45,Üniversite,5,Kiraz Hasadı,İstanbul,Üsküdar,18672,ilan_0415,Firma_84,Fidan Dikimi,Malatya,Doğanşehir,Lise,6,25-58,Farketmez,Var,Var,26869,0.6
isci_0416,39,İlkokul,9,Limon Hasadı,Ordu,Altınordu,42777,ilan_0416,Firma_97,Limon Hasadı,Bursa,Yıldırım,Üniversite,2,29-53,Bayan,Var,Yok,30461,0.5
isci_0417,50,Lise,14,"Pamuk Toplama, Ürün Hasadı, Çay Hasadı",Bilecik,Merkez,46894,ilan_0417,Firma_92,Limon Hasadı,Zonguldak,Kozlu,İlkokul,8,21-48,Erkek,Yok,Var,52868,0.5
isci_0418,39,İlkokul,17,"Pamuk Toplama, Toprak İşleme, Ürün Hasadı",Samsun,Bafra,26362,ilan_0418,Firma_41,Elma Toplama,Hakkari,Şemdinli,Üniversite,1,19-42,Bayan,Yok,Yok,49265,0.8
isci_0419,59,Ortaokul,3,"Elma Toplama, Toprak İşleme",Bilecik,Bozüyük,51514,ilan_0419,Firma_18,Çapa,Bartın,Amasra,Ortaokul,3,24-59,Farketmez,Var,Yok,35959,0.7
isci_0420,28,Lise,14,"Ceviz Hasadı, Ürün Hasadı",Kırıkkale,Delice,52977,ilan_0420,Firma_80,Çapa,Samsun,Atakum,İlkokul,6,22-54,Farketmez,Yok,Yok,57566,0.8
isci_0421,47,Üniversite,13,"Kayısı Hasadı, Pamuk Toplama, Elma Toplama",Giresun,Espiye,57569,ilan_0421,Firma_93,Toprak İşleme,Tokat,Erbaa,İlkokul,5,25-43,Bayan,Yok,Yok,39016,0.2
isci_0422,52,Lise,4,"Çay Hasadı, Limon Hasadı, Toprak İşleme",Sakarya,Serdivan,41941,ilan_0422,Firma_4,Ceviz Hasadı,Bilecik,Merkez,Lise,7,19-49,Erkek,Yok,Yok,41416,0.2
isci_0423,23,Ortaokul,8,Ürün Hasadı,Bursa,Nilüfer,28179,ilan_0423,Firma_68,Elma Toplama,Tunceli,Nazımiye,Ortaokul,6,18-42,Erkek,Yok,Var,29136,1.0
isci_0424,58,Ortaokul,5,"Ceviz Hasadı, Limon Hasadı",Yalova,Altınova,21694,ilan_0424,Firma_62,Limon Hasadı,Osmaniye,Merkez,Ortaokul,5,26-60,Farketmez,Var,Yok,33106,1.0
isci_0425,19,Ortaokul,3,"Kiraz Hasadı, Ürün Hasadı",Erzurum,Palandöken,51733,ilan_0425,Firma_44,Çay Hasadı,Ağrı,Merkez,Ortaokul,6,30-50,Bayan,Yok,Var,42748,0.2
isci_0426,37,Ortaokul,9,"Çay Hasadı, Ceviz Hasadı",Bolu,Gerede,27264,ilan_0426,Firma_47,Çay Hasadı,Isparta,Eğirdir,Lise,9,28-48,Erkek,Yok,Yok,34605,0.8
isci_0427,26,Lise,3,"Toprak İşleme, Kiraz Hasadı",Kahramanmaraş,Dulkadiroğlu,49828,ilan_0427,Firma_90,Pamuk Toplama,Trabzon,Ortahisar,Lise,3,19-45,Bayan,Var,Yok,32201,0.7
isci_0428,50,Ortaokul,15,"Ürün Hasadı, Kiraz Hasadı",Batman,Beşiri,20397,ilan_0428,Firma_25,Kiraz Hasadı,Burdur,Merkez,Lise,2,29-52,Bayan,Var,Yok,44484,0.8
isci_0429,19,Lise,8,"Kiraz Hasadı, Limon Hasadı",Bilecik,Söğüt,29958,ilan_0429,Firma_91,Ceviz Hasadı,Ordu,Altınordu,Ortaokul,8,26-55,Bayan,Yok,Var,51933,0.5
isci_0430,25,Üniversite,9,"Limon Hasadı, Sera Bakımı",Rize,Çayeli,51278,ilan_0430,Firma_89,Çapa,Elazığ,Sivrice,İlkokul,2,25-58,Bayan,Var,Yok,46469,0.5
isci_0431,35,İlkokul,13,"Elma Toplama, Sera Bakımı, Limon Hasadı",Erzurum,Aziziye,38995,ilan_0431,Firma_60,Sera Bakımı,Kahramanmaraş,Dulkadiroğlu,Lise,0,23-54,Erkek,Yok,Var,32283,0.5
isci_0432,23,İlkokul,5,Limon Hasadı,Kastamonu,Taşköprü,43602,ilan_0432,Firma_68,Limon Hasadı,Artvin,Merkez,Ortaokul,3,24-52,Erkek,Yok,Yok,31698,0.2
isci_0433,46,Üniversite,7,Kiraz Hasadı,Isparta,Yalvaç,31833,ilan_0433,Firma_67,Ürün Hasadı,Sivas,Merkez,İlkokul,7,27-50,Farketmez,Yok,Var,25534,0.5
isci_0434,37,İlkokul,17,Toprak İşleme,Kırşehir,Çiçekdağı,23435,ilan_0434,Firma_88,Çay Hasadı,Bitlis,Tatvan,İlkokul,5,24-48,Bayan,Var,Yok,51157,1.0
isci_0435,37,Lise,14,Ürün Hasadı,Şırnak,Silopi,38780,ilan_0435,Firma_13,Kayısı Hasadı,Bingöl,Karlıova,İlkokul,7,18-42,Bayan,Yok,Var,30874,0.5
isci_0436,37,Lise,11,"Elma Toplama, Kayısı Hasadı",Erzurum,Yakutiye,35857,ilan_0436,Firma_44,Fidan Dikimi,Sinop,Boyabat,Ortaokul,7,23-40,Erkek,Yok,Var,54417,0.8
isci_0437,51,Lise,9,"Fidan Dikimi, Limon Hasadı",Mersin,Mezitli,38265,ilan_0437,Firma_64,Limon Hasadı,Çankırı,Merkez,İlkokul,1,21-50,Erkek,Yok,Var,25916,0.2
isci_0438,43,İlkokul,2,"Çay Hasadı, Ceviz Hasadı",Tunceli,Merkez,49900,ilan_0438,Firma_25,Limon Hasadı,Çanakkale,Ezine,İlkokul,0,25-50,Erkek,Yok,Yok,22292,0.7
isci_0439,50,İlkokul,6,"Ürün Hasadı, Pamuk Toplama",Mardin,Artuklu,28593,ilan_0439,Firma_82,Toprak İşleme,Mersin,Yenişehir,Lise,7,21-47,Bayan,Yok,Var,19246,0.0
isci_0440,37,Ortaokul,1,"Elma Toplama, Çapa",İstanbul,Kadıköy,30691,ilan_0440,Firma_11,Çapa,Trabzon,Akçaabat,Lise,2,26-50,Bayan,Yok,Var,43299,0.6
isci_0441,22,Ortaokul,9,Çay Hasadı,Çanakkale,Merkez,20568,ilan_0441,Firma_25,Elma Toplama,Kırşehir,Merkez,Üniversite,9,27-50,Farketmez,Yok,Var,22732,0.5
isci_0442,32,Ortaokul,19,Çay Hasadı,Sinop,Ayancık,27261,ilan_0442,Firma_21,Ceviz Hasadı,Batman,Merkez,Ortaokul,5,27-45,Bayan,Var,Yok,21678,0.7
isci_0443,36,Üniversite,11,Toprak İşleme,Adıyaman,Kahta,47857,ilan_0443,Firma_55,Sera Bakımı,Karabük,Merkez,Ortaokul,9,27-45,Bayan,Var,Yok,41190,0.5
isci_0444,34,Ortaokul,16,Kayısı Hasadı,Kırklareli,Lüleburgaz,46280,ilan_0444,Firma_67,Ürün Hasadı,Nevşehir,Ürgüp,İlkokul,1,26-53,Farketmez,Var,Yok,46473,0.8
isci_0445,47,Ortaokul,17,"Fidan Dikimi, Sera Bakımı",Muğla,Menteşe,50431,ilan_0445,Firma_3,Çay Hasadı,Ordu,Fatsa,Üniversite,8,30-59,Farketmez,Var,Var,43406,0.5
isci_0446,49,İlkokul,20,Pamuk Toplama,Karaman,Merkez,31506,ilan_0446,Firma_23,Çapa,Denizli,Merkezefendi,İlkokul,5,27-42,Bayan,Yok,Var,22177,0.4
isci_0447,24,Ortaokul,2,"Kayısı Hasadı, Çay Hasadı, Çapa",Düzce,Merkez,22235,ilan_0447,Firma_44,Toprak İşleme,Niğde,Çiftlik,İlkokul,3,27-42,Farketmez,Yok,Var,28169,0.3
isci_0448,29,Üniversite,7,Çapa,Diyarbakır,Kayapınar,23023,ilan_0448,Firma_83,Elma Toplama,Karaman,Merkez,Ortaokul,8,29-52,Farketmez,Yok,Yok,58842,0.6
isci_0449,49,Üniversite,4,"Toprak İşleme, Limon Hasadı, Kayısı Hasadı",Tunceli,Pülümür,33234,ilan_0449,Firma_17,Kayısı Hasadı,Diyarbakır,Sur,Üniversite,9,28-54,Farketmez,Var,Var,54232,0.8
isci_0450,28,İlkokul,20,Kayısı Hasadı,Sakarya,Adapazarı,47347,ilan_0450,Firma_6,Elma Toplama,Muğla,Fethiye,İlkokul,6,27-52,Erkek,Var,Yok,25820,0.7
isci_0451,48,İlkokul,9,"Elma Toplama, Sera Bakımı",Balıkesir,Merkez,39626,ilan_0451,Firma_3,Toprak İşleme,Isparta,Eğirdir,İlkokul,9,22-40,Erkek,Var,Yok,56303,0.7
isci_0452,37,Üniversite,18,"Pamuk Toplama, Ceviz Hasadı, Toprak İşleme",Afyonkarahisar,Bolvadin,23563,ilan_0452,Firma_84,Pamuk Toplama,Samsun,Atakum,Ortaokul,6,30-56,Farketmez,Yok,Var,29404,0.8
isci_0453,40,Ortaokul,17,"Çapa, Fidan Dikimi",Elazığ,Keban,41018,ilan_0453,Firma_55,Limon Hasadı,Balıkesir,Bandırma,İlkokul,7,23-54,Bayan,Var,Yok,31604,0.5
isci_0454,34,Lise,14,"Pamuk Toplama, Sera Bakımı",Osmaniye,Merkez,53390,ilan_0454,Firma_8,Limon Hasadı,Kocaeli,İzmit,Üniversite,9,30-56,Bayan,Var,Yok,32137,0.5
isci_0455,21,Lise,14,Kiraz Hasadı,Erzurum,Aziziye,35124,ilan_0455,Firma_65,Ceviz Hasadı,Muş,Malazgirt,Ortaokul,5,28-49,Bayan,Var,Yok,41928,0.5
isci_0456,31,Ortaokul,8,"Sera Bakımı, Kayısı Hasadı",Afyonkarahisar,Sandıklı,56876,ilan_0456,Firma_39,Limon Hasadı,Konya,Meram,Üniversite,1,20-59,Erkek,Var,Var,29847,0.5
isci_0457,57,İlkokul,15,"Ürün Hasadı, Kiraz Hasadı",Çorum,Merkez,40076,ilan_0457,Firma_41,Sera Bakımı,Malatya,Yeşilyurt,Ortaokul,4,22-59,Erkek,Var,Yok,33408,0.5
isci_0458,47,Üniversite,2,Kiraz Hasadı,Osmaniye,Merkez,52325,ilan_0458,Firma_80,Sera Bakımı,Kocaeli,İzmit,İlkokul,7,25-54,Erkek,Var,Var,51081,0.3
isci_0459,54,Lise,5,"Ceviz Hasadı, Toprak İşleme, Kayısı Hasadı",Sakarya,Serdivan,37055,ilan_0459,Firma_56,Kayısı Hasadı,Kütahya,Tavşanlı,Üniversite,2,29-42,Bayan,Yok,Var,52269,0.5
isci_0460,52,Ortaokul,14,Kiraz Hasadı,Manisa,Yunusemre,30704,ilan_0460,Firma_54,Limon Hasadı,Giresun,Espiye,İlkokul,5,21-44,Erkek,Var,Yok,20117,0.2
isci_0461,37,Ortaokul,4,"Ürün Hasadı, Çapa",Malatya,Doğanşehir,25706,ilan_0461,Firma_45,Limon Hasadı,Batman,Beşiri,Ortaokul,7,20-58,Farketmez,Var,Var,19159,0.5
isci_0462,38,Ortaokul,20,Kayısı Hasadı,Şanlıurfa,Haliliye,34706,ilan_0462,Firma_68,Limon Hasadı,Uşak,Banaz,İlkokul,2,21-58,Bayan,Yok,Yok,57872,0.8
isci_0463,28,Lise,9,Ceviz Hasadı,İzmir,Bornova,26831,ilan_0463,Firma_14,Kayısı Hasadı,Bartın,Amasra,İlkokul,1,22-52,Farketmez,Yok,Var,22490,0.5
isci_0464,33,Üniversite,8,"Toprak İşleme, Ceviz Hasadı, Sera Bakımı",Van,İpekyolu,31331,ilan_0464,Firma_58,Çapa,Kastamonu,Taşköprü,İlkokul,0,28-41,Erkek,Var,Var,46778,0.8
isci_0465,58,Üniversite,7,"Çay Hasadı, Ceviz Hasadı, Pamuk Toplama",Şırnak,Cizre,33483,ilan_0465,Firma_88,Elma Toplama,Ankara,Çankaya,İlkokul,3,27-45,Bayan,Var,Yok,26059,0.2
isci_0466,36,Lise,10,"Ürün Hasadı, Ceviz Hasadı",Aksaray,Eskil,58950,ilan_0466,Firma_11,Çay Hasadı,Yalova,Altınova,İlkokul,5,21-51,Bayan,Var,Var,32952,0.5
isci_0467,58,Üniversite,20,"Çapa, Kayısı Hasadı, Ceviz Hasadı",Artvin,Arhavi,59730,ilan_0467,Firma_8,Fidan Dikimi,Kırklareli,Lüleburgaz,İlkokul,6,29-45,Farketmez,Var,Yok,37151,0.2
isci_0468,57,İlkokul,5,"Ceviz Hasadı, Kiraz Hasadı, Fidan Dikimi",Bilecik,Bozüyük,57955,ilan_0468,Firma_38,Fidan Dikimi,Hakkari,Merkez,Ortaokul,5,28-59,Farketmez,Var,Var,59483,0.8
isci_0469,21,Üniversite,18,Kiraz Hasadı,Diyarbakır,Kayapınar,49041,ilan_0469,Firma_2,Kiraz Hasadı,Samsun,Bafra,Ortaokul,10,24-53,Erkek,Yok,Yok,29865,0.2
isci_0470,37,Üniversite,17,Toprak İşleme,Nevşehir,Ürgüp,40784,ilan_0470,Firma_80,Limon Hasadı,Ankara,Çankaya,Üniversite,10,28-40,Erkek,Var,Var,40495,0.7
isci_0471,41,Üniversite,13,"Ceviz Hasadı, Kiraz Hasadı, Ürün Hasadı",Düzce,Cumayeri,59405,ilan_0471,Firma_70,Fidan Dikimi,Artvin,Hopa,Lise,3,19-55,Bayan,Yok,Yok,45166,0.5
isci_0472,33,Lise,7,"Çapa, Çay Hasadı",Aksaray,Merkez,19144,ilan_0472,Firma_36,Kayısı Hasadı,Bilecik,Söğüt,Ortaokul,4,20-47,Bayan,Yok,Yok,22898,0.8
isci_0473,31,Üniversite,10,"Toprak İşleme, Çapa, Limon Hasadı",Malatya,Yeşilyurt,48825,ilan_0473,Firma_70,Fidan Dikimi,Erzurum,Yakutiye,İlkokul,1,21-45,Bayan,Yok,Var,20493,0.5
